"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"92",7267,9978,1557,6405,44,9592,14320,18968,17905,10081,12105,14485,14339,11472,5958,12508,16605,15287,10967,18901,13507,3436,6164,2486,9055,3852,18788,6800,6197,16200,2738,14443,80,15903,7458,13022,6601,4764,17349,8044,12681,5371,8757,11017,5926,16669,16866,12698,3230,12251,15738,11296,10961,13630,2996,18555,6874,10887,10417,18739,12380,10028,661,2299,15991,2438,6968,186,16892,8739,9867,13766,13589,5130,6216,1732,17249,14040,16909,2723,3482,5847,6386,12445,417,4414,2078,607,2635,17924,15643,6534,1178,9202,15007,7727,17004,16259,16,18029
"93",14560,4792,13666,10297,8570,15716,12748,12122,15190,630,4110,10039,9644,18273,12059,16240,14299,7230,52,4935,5075,16833,16298,3116,11038,1236,10622,8014,5102,12669,14836,10118,386,10605,7916,12262,6734,13604,8350,18803,17264,2856,1809,760,3488,4450,8507,17377,437,4408,18207,14469,17966,8754,9276,15707,12558,5738,6854,4995,11149,16502,5328,1119,13772,206,8397,10594,552,17727,15233,18145,12800,2825,7835,16710,10158,1055,3261,1904,1748,8763,17398,992,15800,8418,7632,6336,14755,1248,9007,4235,11319,1872,8557,4974,2772,17250,4272,6263
"94",5711,7502,8119,5533,17162,15446,247,11631,18615,14421,12545,16910,10000,4452,15964,18469,16123,13806,11406,990,2860,13030,6100,15393,9401,3603,17408,559,16058,14078,486,1202,8090,6205,8900,17009,5396,2477,12405,10488,11583,3303,3789,14284,14720,16415,12691,9816,17823,6550,17128,7889,13173,8207,2010,6300,1228,13718,1938,4772,4690,15113,6897,1751,16510,5138,12516,16108,1880,76,18484,17645,15763,4352,2336,14938,13001,17514,553,7152,9948,777,17015,18007,8896,13014,5865,8245,14963,6904,8756,3817,5876,12019,18596,10479,13580,11131,12190,3240
"95",14027,9974,5655,4137,16310,11321,2654,3852,1334,11730,8559,4652,12546,9454,10228,8344,10938,1500,4237,4817,15081,2003,14607,6712,18639,8037,14449,11028,15136,4749,17215,16237,11662,8052,13698,9673,13772,16551,9181,2363,12351,2122,2800,10426,8361,5773,6197,18774,16933,10256,15353,5491,18202,662,5645,8814,10579,4431,12709,13829,8173,12683,10186,8402,12145,7479,17228,12188,5850,17587,7020,11649,12988,6682,17221,10439,15959,7896,17266,16503,1187,16252,18603,4024,3605,13356,7374,16919,17999,14596,3745,14865,11940,5087,16882,5462,14820,11917,1685,4043
"96",15936,2960,12936,2950,8262,16842,5270,14924,15687,14528,14474,6386,2711,5994,13213,15782,17200,8604,6608,17976,15647,15581,3828,7639,18795,3321,12582,8478,15615,5296,11736,18040,14171,18729,5695,4293,4065,240,8588,249,3801,17268,15649,15782,11827,4742,10708,14530,8887,14504,5708,8295,1422,14599,15510,2912,16002,6947,14039,3312,6157,7565,7038,7226,1185,9420,3585,947,6124,10640,3464,17036,2766,2260,17607,12680,1763,9545,18677,15550,18293,18347,2545,12621,13551,13974,6590,860,11795,2813,3414,11772,16844,16103,2472,6724,16904,3254,6289,11335
"97",18447,9590,18887,13107,16981,6232,4269,18923,17445,17147,454,13969,13997,15919,2648,5678,8986,18906,12508,7522,18154,12878,10701,12570,7559,9355,12836,1710,2047,1482,13941,15132,2604,5149,5827,9162,10543,1162,10075,6467,17773,8701,12759,6763,3564,14377,7776,13823,10156,15491,10274,12283,9074,5032,7966,14830,7758,16963,4987,12661,17277,10955,10831,10970,7239,16711,10617,10105,7477,18412,7200,1698,6740,18956,17828,15362,12840,10050,2888,15608,3671,682,11640,8341,14850,18077,18420,979,2954,9569,1838,10275,8835,934,9791,14384,11068,5971,6587,2511
"98",14652,17807,14419,10690,2085,15308,16152,7563,14105,6265,13560,10145,11925,7365,9752,15596,5116,11790,16797,7866,5147,6941,11628,10882,16835,13719,12231,474,13527,3020,12110,15443,16029,10138,1150,9999,15293,6840,6780,313,4518,6149,14656,12501,13160,17018,7466,1148,2333,1174,3974,9610,15002,328,4098,6024,7682,8414,17768,5490,5300,7341,921,14773,8823,17794,2704,11544,8449,11333,15480,11321,5671,16782,3436,11899,13987,13485,8122,5291,11055,8663,17970,3166,16836,15021,14287,9942,4198,9473,17207,17568,18321,17199,15410,671,17680,4225,9861,15535
"99",7525,2507,9508,4154,17079,11994,1866,6822,18125,9577,13287,12008,12027,3504,14724,7172,4010,6782,6061,6591,17690,5296,11127,17552,5145,1891,13229,4943,6198,2734,2772,13231,2547,2088,110,1898,1660,16516,8880,17862,4873,18512,182,172,4153,10658,10949,4661,9905,3900,10674,9386,15464,14107,2073,12308,13757,7400,2417,7839,10987,2127,8313,692,3984,14949,2162,6463,14091,9619,13654,1335,11747,14124,7812,9874,13856,16588,17032,9063,8606,13615,16989,1122,3195,8910,7478,6947,2333,4771,5780,18477,11313,11970,12702,3284,9671,89,5921,10143
"100",6704,9958,12640,18874,5088,11499,2010,8543,13039,8510,8654,13190,199,8187,5848,4258,1723,6511,274,1330,7881,16061,18088,5279,6805,11872,9620,13860,10369,1403,9257,9447,15713,9010,414,17111,4554,12387,2267,6871,2516,7552,4545,16975,13970,9397,13251,13669,17354,8954,15837,11021,1933,12287,12336,4718,15665,18468,12217,13963,12962,18079,18432,12822,274,10211,10295,16108,10734,18254,3183,2709,13024,2457,7013,8697,18430,6756,120,8252,3123,13501,4700,17446,5693,13803,10801,7961,7612,17705,18872,4169,8896,10183,2658,1550,1660,15412,15067,13655
"101",1128,15673,15202,7092,15612,4943,297,1779,15296,12054,7779,8073,1386,15295,18201,12232,16962,16575,4467,16504,18633,18592,8310,6682,15826,16348,541,12699,14625,4639,697,6197,9541,8642,7803,10260,12287,17095,17499,7950,17968,11833,13425,16473,11163,3101,3089,17026,9699,3978,6979,4263,2777,4893,13811,5049,142,9402,12593,1516,7207,5957,3278,15229,12979,3244,13721,599,927,7444,8355,9347,13233,2834,15468,9233,4802,14142,11913,14445,9159,17341,1513,10750,16603,2740,11888,398,2187,356,9545,3272,4972,2093,2306,6970,15748,11634,2542,5230
"102",7512,14669,9267,6898,5634,18782,12549,13619,11279,4624,670,5880,5122,5372,2103,8118,3022,4049,1852,10056,17518,8804,15025,16433,15641,16285,14454,17178,7028,2594,8986,792,15351,10566,3013,15520,3870,18815,10708,11067,9574,2443,4808,9532,12147,9442,3455,4410,9480,6218,4983,11558,11651,10010,14472,10886,10516,10578,14718,4999,15909,13480,5953,13491,15248,5522,7189,15559,5289,2712,12775,17230,1592,17483,6523,14696,158,17867,18454,15836,15171,17816,16471,6200,17821,16622,125,3107,10735,11743,3345,15647,3671,16312,17815,1071,2345,8214,13390,11184
"103",12940,12288,11867,18971,136,5921,3378,8550,2221,16591,11671,5074,1229,12337,10985,91,852,1351,6119,10343,4191,2377,8493,7742,17557,10312,14915,5381,709,16970,7607,1260,8376,17546,4191,5000,11837,3101,8667,18997,9314,13997,6651,5149,10425,13458,10619,4977,8983,4475,12880,10928,4559,2392,17494,12215,6510,17912,14064,6652,4734,7063,16634,8437,4884,3308,13799,15495,6686,5827,2342,6214,3897,6455,15903,2639,16427,3976,16352,2612,12132,14599,16048,18329,7659,9919,5143,9364,4767,6613,4865,12482,9056,17974,376,14651,9233,8600,16731,13318
"104",16805,175,768,513,13277,8113,222,17541,11908,14882,18878,8527,3911,2141,16443,16736,11064,5334,14772,3837,11120,9870,16021,12939,8468,14952,636,10206,15392,12581,10816,678,12737,15998,17080,8052,9440,11178,12041,17875,2387,2773,6234,16421,10093,6328,13016,18565,1940,8026,9463,5663,10247,2292,7345,11211,10,196,9097,8785,17864,4836,4178,5291,9079,18698,5044,7246,5877,12326,1607,6642,15927,14423,16074,18024,7350,11264,15519,7017,737,2228,3581,15321,13537,13152,8675,10073,11033,13792,1228,12210,7171,980,4066,9416,14601,13520,9537,8176
"105",18527,4204,17905,9484,10896,2152,14551,13867,11622,16180,17163,14740,1460,16166,9686,1043,12413,6974,4003,10646,4197,17047,12617,11886,4920,14672,16960,18004,13548,1413,8588,17873,7026,12919,13127,8362,1764,2900,15481,18292,7908,2590,15758,1106,18305,6772,3678,4778,6089,6113,4583,16965,9309,6851,4370,10131,2845,2300,16917,471,4089,6265,1180,966,14453,16312,5793,7608,7724,212,18794,10003,13598,15505,1138,7254,8178,14750,3664,8307,7511,14028,7841,14149,16389,2497,8677,5956,9874,14909,13127,9543,13582,3461,10523,5695,4636,830,11757,15433
"106",12212,5628,686,14708,1515,617,13475,8376,15256,14382,4523,13901,6240,18523,17241,9326,5303,12564,7749,14414,2589,17641,1879,1136,1762,6915,5131,10734,13351,11182,17855,2327,18151,6097,12570,15727,6358,4123,5736,93,13017,1020,5254,13515,7309,11576,15352,4185,9941,18333,8738,1446,10030,7238,10800,4579,17217,12520,15052,3075,10750,7771,18364,10871,6609,17214,16413,14338,15961,1104,14084,10591,12058,14866,1847,3808,11204,16718,9549,17648,8659,12732,1283,7957,3516,3521,15865,10582,1316,17258,2409,11099,13293,7158,416,16701,14931,11535,18964,3711
"107",7131,15026,8588,16563,12383,13030,15780,6955,18558,15453,2063,16499,15422,16980,17907,17848,15456,11593,2193,17834,9723,1825,1,801,9945,16516,2829,3900,12299,9887,384,18095,6737,1187,4223,13686,2713,1466,15906,7789,18086,15602,5156,3546,18950,15260,954,4651,18891,11904,14794,2013,11118,12249,14183,3916,4831,14269,5663,4918,12262,16357,4781,11484,10549,14277,4146,15973,5968,11641,1006,16353,13027,592,14215,13477,10889,9712,13400,17838,2555,9692,16991,15771,4307,11993,4644,6999,12620,3658,15079,4209,4672,11871,14760,8750,16912,16853,10151,6456
"108",16834,18556,18758,5560,17797,3198,5682,9355,12380,8768,2362,15721,15191,10932,9919,12125,5576,15223,16990,2633,7985,9628,9943,2773,7357,14139,12028,1357,12624,18129,16968,4537,3610,17572,18639,15088,10904,4413,15964,1332,3528,10041,7055,710,9387,7296,3806,9031,16806,10107,8374,4736,7613,4956,468,15821,17471,2655,7687,17600,11756,4175,7215,2051,7933,3102,14045,9038,7855,8651,9829,7039,4953,4807,8045,8797,11827,15771,12004,164,17324,18058,15193,826,3610,3667,3730,14681,6694,16741,12395,18598,301,15754,7994,3823,15799,15061,14340,12005
"109",10244,12351,1623,3159,5960,5827,6346,16521,1188,1389,15218,8574,499,10018,4379,18399,3689,4241,16601,18873,8021,8433,18270,5667,17195,11474,17215,846,5440,4745,18726,18485,10632,7036,16718,2517,14127,15481,18815,7333,2979,4439,5092,11762,6882,5599,12097,2416,13441,10209,12488,14457,4592,7106,339,8417,12589,7734,16029,6208,501,4224,14162,3530,5339,2462,4018,1048,9850,6473,11979,16991,8216,18605,17163,11255,4208,8738,10372,3439,3167,1851,7338,12599,4898,1308,6020,6887,3857,17821,9576,17204,10209,5662,2661,6783,16935,169,4934,14672
"110",9708,3908,7794,9866,14990,7570,15631,4212,13188,15414,13348,8666,11395,8002,16332,5321,1664,13593,2105,954,15594,15867,5648,7139,1367,17042,15642,6801,6066,13102,1082,6489,14562,17611,14604,14881,448,6483,1507,3824,12105,11193,2232,17884,11569,2488,17499,6792,10569,5787,12151,13300,6818,18454,1241,15452,15611,4119,3782,16914,1710,6338,9227,15045,11533,14524,2293,13970,370,15473,16401,2213,7301,13583,2061,4367,15569,14410,13106,10651,16453,866,3739,5069,13046,9418,9541,7317,14546,16613,18585,4897,5571,10242,16331,15222,1717,13291,1475,14518
"111",14104,7890,3182,5860,2972,8883,5552,14250,5192,7881,13901,3253,1199,9514,6465,3276,15141,10247,1502,8497,12087,2883,12958,5687,462,14058,6574,17584,10917,3366,12670,15103,11724,11028,13641,13287,12639,12296,2277,1533,10085,3739,12610,4839,9204,6813,5295,2693,13470,10583,7011,8344,3635,9706,187,10547,8532,7356,5875,3833,6808,18002,2621,14786,10125,16128,12193,18348,16315,1452,135,15303,2486,3501,15104,6553,14741,15750,3482,11205,12022,16708,16535,14446,12217,115,14336,452,11348,18918,13538,18417,11052,1225,7026,2603,4519,4916,16029,1900
"112",11443,8339,9402,1334,7586,18517,14421,15824,517,17989,14204,12480,16388,2228,10665,7962,7531,13839,17997,378,1263,16622,16509,10758,2705,17814,3042,8109,10850,15876,15308,2728,12617,17696,17187,15613,1560,11580,5790,11944,1417,3538,901,13445,12446,4485,18439,8614,3225,1697,16411,10303,1234,1535,8761,17223,5954,16098,7609,3866,4479,15222,15628,10163,3119,3195,8166,3625,8229,15717,14871,1300,18020,4488,9156,747,11257,7808,5366,12038,1181,5848,9141,14880,18321,919,16020,10437,1502,18691,17156,562,263,7103,13028,6686,14826,14087,6324,16973
"113",12213,11763,11292,4272,15357,15337,14926,3459,17708,13729,6093,7803,5646,2796,11592,15654,12330,4851,17100,16301,11936,16496,9110,2463,7850,5295,12879,11571,18302,15149,16020,4108,16973,3851,8816,5729,2799,8604,8163,3229,6756,3061,2696,11909,5873,16710,18575,15502,18231,6107,16537,5810,5683,12483,10677,16849,189,6365,2752,7816,10012,13823,3383,4675,8770,3770,494,16183,12293,8297,14290,13056,14883,3475,11022,786,599,15078,8302,16459,15611,8737,4685,6144,10005,17207,1888,8295,4356,2813,13376,13308,3907,9420,17685,5885,15704,553,6433,14877
"114",9927,17223,15369,5636,251,9513,12337,7627,5160,10517,13300,1578,1181,7650,13820,281,912,8157,14057,15699,17543,18207,12436,10998,7515,15923,53,10951,15684,18445,2555,12920,17407,6225,11779,355,3136,2333,14663,5297,3056,1337,6248,10309,1937,11794,8100,14937,7254,5047,12007,5658,16058,17583,14468,18693,13783,18811,2647,17690,17300,11576,18579,14862,14028,14202,8465,5442,6068,1773,7056,7835,4188,3204,231,13279,11593,11694,16631,7049,10220,18217,14854,8231,12651,15408,13059,13453,951,5901,17396,4104,5212,7806,3274,4523,3721,10523,8537,1459
"115",9111,1790,2356,11917,16226,8366,4790,17602,17436,5975,14110,17714,15228,2007,12973,2642,10804,11744,16108,10067,3675,13424,3772,13870,11888,17206,1765,1312,17916,12639,15807,2959,750,11743,9515,13409,5196,13548,8722,8844,6631,76,2497,16546,7173,10836,12000,3830,18842,10693,16134,7173,7679,11063,11888,3151,6733,14399,1746,3940,12802,8177,512,13488,9409,5401,18896,15942,370,3099,5294,6957,8408,16020,14584,4823,13240,1346,17872,3864,7437,4706,15099,9191,10128,15901,8963,2760,18884,5093,3070,6305,4241,6937,1540,4602,9884,18517,8314,18352
"116",18666,16274,3459,8083,6245,11408,1237,7590,10217,8022,13246,10001,7751,13469,18481,17530,18074,14974,12457,14150,16797,1952,11824,16293,4580,2800,10023,12440,11206,17318,7880,17215,12485,12360,18574,2310,14263,1865,2385,13884,17706,3064,18613,5967,5992,8242,4435,9495,10709,15231,11478,15468,8210,2427,13970,17992,18153,17823,11778,15448,15135,10514,13,1695,2209,6889,2041,12631,15858,5258,15438,14684,231,1347,18295,1261,1793,3635,18316,12354,9817,2912,16473,12239,16278,7054,15280,5063,11386,13421,11243,7630,16359,11103,6722,18199,16127,7501,9415,4339
"117",18653,8190,10508,4529,8627,16112,10138,15093,15149,11150,13526,8577,4518,5638,4674,13004,18436,14144,3664,1770,5661,12870,9683,2178,12836,14607,13719,17544,12800,18985,14298,11304,1355,14452,5814,12912,12729,7629,4671,6015,6911,3190,18001,368,8967,312,11856,15670,16537,16875,12096,8769,12297,16239,4689,8363,16465,17351,2917,10936,9320,12955,2483,6077,17952,10260,10076,4163,1925,13311,7578,8742,9404,4670,14353,16501,7458,7782,37,3720,15234,16569,13179,18243,7739,10430,15861,13991,13694,9513,17690,12224,17617,7674,5044,15870,18077,16803,1829,10357
"118",10378,5061,12396,167,435,6728,2387,7939,10867,10306,12833,7747,18588,9081,18410,11110,13771,13597,10278,15902,7202,7852,12694,14164,10097,14227,13824,12090,12728,6377,7833,17416,18023,14095,8320,5031,1183,3926,13037,18475,14061,12432,12740,17045,18463,8591,3425,3025,13309,17850,18726,9961,6552,9458,4197,17971,12761,9565,7140,14879,6509,15587,9850,16268,11790,10916,8332,16491,12210,8952,2672,17865,9253,8223,15891,17998,11603,4095,17957,15073,4568,8938,7611,4985,7362,18357,5028,8810,18295,5391,929,7320,10910,13289,2990,18226,10154,4739,6934,18489
"119",8271,15159,11336,1723,14215,10768,14809,3640,18859,17706,16056,5168,17811,1186,17322,17171,8560,10142,4694,11499,8036,790,4804,14349,16702,3213,13913,7307,4347,2036,12246,3050,12942,1966,17982,14231,121,5062,1644,13986,11805,1959,6064,3579,3240,8855,16286,7609,8225,3369,13204,5609,9274,16189,11069,5825,14874,368,9650,870,16930,13852,16628,13185,1413,13047,7107,4497,5014,17057,8949,4547,17017,11813,12914,767,6573,6091,15293,16156,14760,7564,11277,2986,13284,4333,7786,8830,7113,692,13418,1027,3959,11339,13600,11503,5737,4488,10263,7426
"120",1471,5664,4368,12304,149,18699,13177,15512,14730,7149,1001,12054,9005,16993,16130,2546,5733,16401,3420,7360,3290,16583,12434,2577,3641,18846,8458,341,9079,12598,17792,18013,9220,8908,17443,12029,7712,18016,16705,13935,3996,13683,3603,3117,11133,5747,2039,16384,12138,3283,1318,12337,369,17490,796,8534,13986,17016,1161,3083,7475,12396,16686,855,17781,5604,14785,4832,9668,8730,7994,12789,7897,9950,1145,13763,12621,1142,7108,7835,11385,9753,4160,8439,16270,18241,75,1724,8443,16781,11093,1186,1058,14711,9814,7530,17379,7407,7945,10458
"121",12378,11685,15273,12542,3511,8836,13186,414,15127,18271,22,3925,17014,18692,15298,4017,2807,2911,16161,1242,16952,4413,15057,4972,11804,18528,15468,1902,7258,1934,15222,4028,7105,14644,13385,14739,13890,12917,15124,11560,99,9848,15324,17766,16853,18059,8471,1440,10213,11120,17960,4605,8786,2430,2991,10995,4768,10020,5047,4259,13989,2136,13380,3179,13882,15403,6848,8749,5827,7293,5089,8643,13847,8481,16373,3041,13723,7345,16742,17291,17306,5394,10518,3010,16155,18788,1573,7184,14128,6600,18926,11256,12137,5271,7856,15854,4726,12914,9469,10720
"122",17088,13775,11273,5314,4152,10972,10280,14843,14469,13826,17775,5978,15322,308,8274,326,18216,7692,14756,18081,901,3132,17504,12260,18317,1088,6035,18358,3232,12757,11804,14271,8145,4874,17910,578,17975,15173,3985,16099,12584,8208,5577,2223,10837,1785,15232,1927,13006,4793,7908,661,9753,2085,5264,563,4537,5112,14681,9256,1210,9428,14386,5761,2573,13142,9725,15131,2186,14131,13322,820,2724,2344,3177,16123,18140,12923,14985,12108,10642,12364,10960,1266,14186,9303,17965,3662,2518,7656,10474,15748,10652,18652,15518,15418,7642,14064,3689,9940
"123",13263,17113,5744,2,10755,495,15574,5442,6375,18969,15689,4980,2041,13334,3484,10607,17339,15781,11371,9571,16226,8980,16576,4943,11414,14439,7989,10089,821,16015,14573,1024,4764,1700,5470,17976,14738,13594,12249,3330,257,5369,18531,18432,15293,2648,2561,4186,7852,658,7130,15866,7238,5920,7874,8737,3088,9852,4031,4010,4931,2369,4613,2753,9899,3863,1549,5682,17731,9991,6288,11210,14723,13160,5223,10569,14922,13380,18853,13018,10581,7922,6443,5647,17074,18992,15842,7239,16102,11414,12220,16826,18916,15153,12657,8680,648,4702,7751,7162
"124",1851,5151,11266,16419,7171,7701,12281,18909,18770,702,1630,719,7596,15438,8344,925,4847,14620,11665,11559,12786,4332,1889,18956,12967,17230,8844,13265,9709,4199,15836,16978,9313,17751,16595,18416,2127,11735,5561,12675,16607,14651,13745,13999,4220,6580,7801,15916,5892,3165,17911,1369,15367,13854,8473,15504,2511,8130,10396,10944,3868,17537,5755,6464,10504,18353,7685,12053,2272,5919,8832,13864,4642,14417,7651,2136,16082,2268,11402,10649,13299,1689,3185,10795,16377,5772,16623,2078,17196,782,17105,4745,9985,3020,16870,13967,10766,15013,11661,7793
"125",12589,5741,18872,7387,16527,16186,5826,2549,2720,15226,10994,6499,12500,17646,16885,4859,14676,9527,16822,6888,4051,4257,6139,16317,7262,16169,13400,13660,5750,11665,16740,15742,6203,10999,5387,13134,11287,10901,10906,17250,2252,523,16268,9843,12663,17378,9438,14104,12659,6868,6844,12978,2747,18574,159,3286,6709,5528,1103,6596,4011,17755,5554,13294,9535,7022,5074,764,18445,13745,3124,4375,13785,7922,13874,12214,6868,1008,9882,16009,5623,18736,15025,14022,13258,15467,9135,14637,9684,10790,5073,4081,1015,13810,6654,10496,15348,18320,3823,10020
"126",12428,391,3443,12135,15063,16454,12385,3532,3199,7105,8534,908,10376,5787,5671,1072,6038,11686,3399,8597,14425,18082,9896,1459,14073,10468,1161,13284,6297,8587,14732,9687,12779,14561,3667,7634,17125,3389,7942,18915,4520,17785,12279,2460,16608,13786,14211,10796,16772,9722,13377,5451,17026,242,2909,11044,5091,6670,2440,659,5061,15444,889,16401,1200,15772,18253,8543,18492,92,14190,8680,2204,18419,9649,3143,11751,7675,11537,4146,1394,7143,15242,15877,15682,8224,2724,7944,11985,4827,4933,12275,13623,17451,980,4572,14633,12936,4977,2428
"127",1731,6329,15346,17805,17508,15217,8057,7510,16572,14399,337,4787,3051,7504,10152,14099,6436,9028,6989,6087,615,13897,7444,86,6203,12949,5663,15399,15227,5139,13450,14767,2620,14895,1945,5480,9701,8579,4945,511,6767,1203,4929,1509,13331,7008,16802,15034,13495,13554,12903,6133,5011,13564,4547,14738,934,18173,7594,8761,9166,5897,10149,10732,4524,6502,2373,16774,13381,18275,17224,70,9038,12291,6735,15110,8861,15714,4641,9500,6860,14694,6498,2690,11462,13132,4643,2953,5351,9526,8108,13548,14380,4624,10276,8417,11583,6831,283,9151
"128",16785,2805,4125,13803,13120,1771,10425,535,1927,15690,8552,2842,17369,6272,1182,12664,7557,11711,14830,3809,5096,1065,3188,14597,13875,9176,4286,9524,18652,8004,13998,7573,10633,16573,8442,4579,10262,12422,11780,9230,11447,18263,8331,12091,14518,16454,14761,14933,3178,15341,7343,1270,13735,2415,13394,5081,6048,4803,13646,13615,14144,13535,10401,12091,12345,1339,871,4321,16434,17686,4655,10472,16429,11803,14254,10919,9820,5304,14044,10907,1142,8822,14673,18075,13361,2453,11276,11368,12142,14114,247,15122,3413,10142,14430,15208,1224,13630,3865,14836
"129",11324,5953,18244,3421,12938,16802,18240,14060,2196,6007,5667,13252,1397,3273,1735,18059,14078,6171,10652,13609,15296,14026,7090,379,14125,13835,13644,2320,380,4005,670,2307,15753,3368,2877,16586,4435,5621,1106,17921,3521,9430,752,10270,12075,6998,6488,14301,12769,13437,17158,4972,17852,12986,17666,2277,8461,12014,6428,16154,15647,13729,3426,791,12092,1418,18247,17147,18380,12026,7442,7400,6834,13191,11071,2522,8680,2710,8121,2437,4818,4662,13585,17632,17169,8898,7281,13186,2564,13635,18140,5501,10914,4540,9489,11823,17655,5806,10796,14862
"130",7374,13827,18307,5120,9290,18822,6955,3063,9422,12271,4192,14302,10510,12418,16354,6198,14403,445,14735,1610,15045,4820,12236,11113,6626,6769,4282,12452,10881,11732,18707,8316,10226,18348,12547,16774,17783,18598,5460,9179,15834,942,2333,7553,15858,3,1120,14577,10945,10749,11426,4167,14735,14385,7569,9867,6166,9654,16459,4112,17720,16620,18159,14934,13867,11730,2466,2723,9924,3264,1503,2608,18765,10058,18639,17618,7067,7821,3308,13687,12943,12332,6495,5102,7352,7812,4605,12901,3151,6702,14827,12543,3400,15196,9512,2808,389,5542,10475,13264
"131",13266,17008,7949,501,17268,5965,8847,4794,15559,297,2289,5486,5481,14010,3013,13695,16306,11072,5085,9511,10117,17270,13713,15836,3030,8519,9244,14154,3257,13589,8488,9938,17712,9004,12972,5288,4882,16898,622,14627,1825,5396,7800,15162,18399,8203,18367,8401,15762,9760,6011,14655,9707,3157,17440,9686,10248,16945,10315,12865,15747,12754,10929,3529,2157,7788,6182,11836,15907,17818,2315,3392,16835,1805,8007,1782,17062,9161,3916,3124,18276,5460,3846,17735,17612,212,16618,12071,1931,15942,16885,3381,1955,1677,15723,10145,8110,5038,2583,2447
"132",16541,8425,9850,5918,14928,15515,6107,12097,15133,13125,7232,18787,4091,1627,8467,110,298,16882,5735,18199,18715,5526,4208,13001,10804,18620,1478,13009,16625,17907,15577,18301,6302,1812,4931,15262,10480,5098,1467,16625,1301,1620,3871,1640,11375,7899,14564,736,13312,330,12430,3405,13841,3466,15785,8958,9680,13349,8296,6242,9550,8610,15371,625,11018,15563,3040,893,9440,961,12997,8357,5209,7734,11580,15540,11105,13211,4900,6626,1938,2603,17588,18587,17902,6350,1622,16162,17223,10550,13651,660,796,3454,9731,5413,16191,16833,13805,4201
"133",16087,4179,15543,5246,18143,7391,14511,18591,17929,13104,1890,11910,11400,13534,10230,10582,8653,15762,8185,7760,9209,7011,7528,16597,17042,13155,1766,11371,9368,13577,1950,16030,13362,11999,3461,11623,12553,9292,2072,8624,18881,18122,3596,2118,1780,8654,15345,9883,18445,12691,13166,11443,1704,15496,760,2798,9806,7385,12882,3289,4189,16376,3133,15159,15135,16950,8379,784,4653,9276,1879,17249,4181,7883,17669,16277,1419,171,5309,1675,9659,133,16946,9684,11909,16716,1752,7690,884,6444,10573,6138,16459,15027,1407,11991,18465,3581,18233,5427
"134",6700,4845,11633,8227,10188,10017,3936,18390,17902,18409,5704,7212,12670,232,8201,2434,2273,4950,8590,5780,7474,10182,14389,9008,572,15180,5039,16153,18340,668,9723,16803,16307,11401,8144,1145,13682,3856,5210,4692,13496,8678,12436,13510,360,6260,7592,9273,7183,91,5706,12158,15447,15328,5575,15014,7102,13909,17407,11912,705,17539,12003,17419,12408,2664,16584,10906,10777,3280,610,17221,8006,5216,18683,5989,3047,6677,10745,15623,4752,16391,6419,2983,17274,2753,13128,6505,8025,17383,12316,2126,18290,4180,1365,18357,9969,12987,4182,8981
"135",14358,11865,5728,5388,1201,14524,8213,10917,12100,12580,17899,1140,17599,12901,18258,15121,17556,1554,8752,1890,10162,18241,8585,6155,2213,8952,4753,11440,1510,2226,12365,9719,10943,18222,4628,10961,10977,14359,16198,12038,10228,1656,1491,62,7190,5617,13212,5396,5488,3012,776,1126,16778,2766,16842,12698,13064,2058,12744,4313,3037,2770,17615,8397,17938,7790,2504,9543,13449,5106,13052,13989,4310,2547,7956,10198,6490,13282,16327,6733,8204,17585,11533,15988,17736,17871,2376,8674,17933,11027,10364,5820,6532,11862,8323,17750,16334,1252,18040,13264
"136",7785,2853,11576,8730,8258,4221,15197,16703,1509,15832,1174,2012,9625,8436,18966,8670,6358,15968,14950,12623,13211,1434,4151,6106,5526,9916,18189,17212,9339,6508,3617,18714,18870,10971,5959,738,17629,3495,7184,11111,9625,18315,1414,77,10421,3141,4069,6282,15519,53,1722,16488,2437,582,4050,4294,10164,18851,14607,9836,17317,723,9693,10754,13873,15836,3244,977,15187,6167,8177,17310,18351,1417,3096,17040,7414,8357,18089,10008,2003,18210,7162,15754,9024,6859,12975,4279,566,14041,5933,3731,17363,12581,5260,15755,11615,2330,10293,7437
